ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
LON,29.63,30.06,30.03,30.07,30.11,29.76,29.65,29.63,29.7,29.38,29.6,29.55,29.53,29.69,29.53,29.45,29.7,29.71,29.68,29.8,29.68,29.68,29.78,29.66,29.85,29.36,29.51,29.61,29.63,29.6,29.5,29.58,29.52,30,30.05,30.05,29.95,29.95,29.68,29.67,29.78,29.87,29.78,29.81,29.86,29.75,29.55,29.61,29.56,29.51,29.5,29.83,29.76,29.75,29.71,29.93,30.16,30.05,30.43,30.35,30.29,30.5,30.5,30.43
LAT,-1.95,-1.96,-2.01,-1.89,-1.95,-2.35,-2.35,-2.46,-2.52,-2.38,-2.43,-2.48,-2.48,-2.16,-2.33,-2.36,-2.21,-2.16,-2.16,-2.05,-1.83,-1.76,-2.08,-1.95,-1.9,-2.24,-1.58,-1.61,-1.95,-1.75,-1.76,-2.05,-1.91,-1.76,-1.81,-1.8,-1.62,-1.61,-1.56,-1.68,-1.73,-1.72,-1.6,-1.81,-1.73,-1.53,-1.56,-1.48,-1.45,-1.46,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.8,-1.6,-1.93,-1.91,-1.8,-1.85,-1.9,-1.81
19940709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
19940710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,7,0,7,6,6,6,0,6,8,0,0,0,0,0,0,0,0,0,0
19940805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,10,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
19940812,0,0,0,0,0,0,0,0,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,8,9,0,10,10,0,12,10,10,10,8,9,0,10,11,0,9,0,0,0,0,0,0
19940813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940815,11,12,9,13,11,0,0,7,0,8,0,5,5,0,0,8,0,0,0,8,10,11,8,10,16,0,0,0,11,11,11,0,11,17,15,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,10,0,7,0,0,0,0,0,0,0
19940816,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,5,8,5,6,18,13,8,9,8,8,7,6,0,0,8,8,8,8,8,6,8,7,6,8,18,7,14,14,14,7,7,8,8,8,0,0,0,0,0,0,0,0
19940817,8,5,0,6,5,6,5,5,7,13,9,6,6,8,8,11,8,8,8,5,7,8,5,0,11,19,0,7,8,0,0,8,15,12,11,11,0,0,8,8,8,0,0,7,6,8,0,15,7,7,7,7,7,8,15,0,0,0,0,0,0,0,0,0
19940818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,6,8,0,0,0,0,0,7,7,8,8,0,0,0,0,3,4,0,0,3
19940819,8,10,6,11,0,6,5,5,0,0,5,6,6,8,0,0,8,8,8,5,7,8,5,8,5,6,0,7,8,9,8,8,7,6,11,11,8,8,8,8,8,6,8,7,6,8,0,7,7,7,7,7,7,8,8,8,6,7,0,3,4,3,0,3
19940820,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,5,0,0,7,0,0,0,0,0,6,6,6,8,8,8,8,8,6,8,7,6,8,0,7,0,0,0,7,7,8,8,8,6,7,5,3,4,3,4,3
19940821,0,15,12,17,0,0,5,0,0,0,5,0,0,10,12,0,9,10,10,11,0,0,12,10,8,7,0,0,0,0,0,15,0,12,10,10,14,14,0,0,0,10,0,12,12,0,0,0,15,15,15,13,0,0,15,14,16,11,6,11,14,10,5,6
19940822,0,8,0,9,0,11,9,10,10,13,9,10,10,0,6,12,0,0,0,0,14,16,0,0,0,14,18,25,0,16,16,8,10,12,20,20,14,14,17,19,16,20,16,12,12,18,18,28,0,0,0,13,15,19,15,14,16,22,6,5,7,5,5,6
19940823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,0,0,8,0,0,0,0,0,0,0,0,0,0
19940901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,8,8,6,0,0,7,7,0,8,6,6,5,5,5,5,6,6,6,7,7,0,8,0,0,0,0,0,0
19940903,8,0,0,0,6.2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,11,0,8,6,6,5,8,0,0,0,8,8,6,0,0,0,7,0,0,6,11,5,5,5,5,6,6,6,7,7,0,8,0,0,0,0,0,0
19940904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
19940905,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,9,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
19940906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
19940907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,6,5,5,5,5,5,5,0,6,0,0,0,0,0,0,5,0,6
19940908,6,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,11,11,11,8,12,12,7,6,11,12,12,11,6,7,7,10,5,11,14,14,13,13,10,12,12,10,12,12,11,10,12,10,10,10,10,10,11,11,11,13,0,8,0,0,0,0,0,0
19940909,6,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,6,6,6,7,7,5,5,6,7,7,7,7,5,6,6,5,6,0,5,5,6,5,5,5,5,5,5,6,6,6,9,8,7,7,8,5,6,6
19940910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940913,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,9,5,5,5,9,5,10,10,0,0,0,0,0,0,0,0,0
19940914,13,9,13,9,0,10,11,14,11,19,16,14,14,14,12,17,14,14,14,11,13,13,11,12,11,13,10,15,13,17,17,13,15,12,9,9,15,15,5,12,11,7,6,12,8,5,10,9,20,20,20,14,5,5,10,0,9,16,5,7,8,5,5,6
19940915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,0,0,0,6,7,6,0,7,0,0,6,0,5,0,0,0,5,6,6,6,0,0,0,6,0,0,5,6,6
19940916,0,0,5,0,0,5,5,0,0,0,0,0,0,4,0,0,4,4,4,5,3,3,0,4,5,0,2,2,0,3,3,0,4,0,3,3,0,0,2,2,2,0,2,3,2,2,2,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,0,0
19940917,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,5,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19940918,14,9,16,8,0,5,5,8,10,16,9,10,10,8,7,11,8,8,8,14,9,8,6,9,10,9,7,6,14,10,11,13,16,5,6,6,6,6,6,7,7,4,7,5,4,2,7,6,6,6,6,2,2,4,5,6,7,7,3,6,7,3,3,3
19940919,14,0,0,0,1.6,0,0,0,0,0,0,0,0,4,0,0,4,4,4,5,6,5,6,9,0,5,5,4,14,5,6,8,8,3,3,3,0,0,4,7,4,0,5,0,0,4,5,4,4,4,4,5,5,4,5,0,0,4,0,0,0,0,0,3
19940920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,6,4,2,4,4,5,0,4,4,5,4,4,4,4,2,5,4,5,6,0,4,0,0,0,3,0,3
19940921,0,0,0,0,0,5,5,0,0,5,0,0,0,0,4,5,0,0,0,0,7,6,0,0,0,5,4,4,0,0,0,0,0,5,6,6,6,6,6,6,6,5,6,5,5,6,4,4,4,4,4,4,6,4,5,6,0,6,0,0,0,0,0,0
19940922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940923,0,0,0,0,0,5,5,8,7,5,8,7,7,0,4,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
19940924,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19940925,7,0,0,0,0.5,0,0,0,0,5,0,0,0,8,4,5,7,8,8,0,0,0,6,6,7,5,8,0,7,8,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,4,0,4,5,0,0,0,0,0,0,0,0,0
19940926,0,0,0,0,0,4,4,4,4,4,4,3,3,4,3,4,4,4,4,0,5,6,0,0,0,4,6,11,0,10,10,0,4,6,0,0,7,7,16,12,12,6,12,6,11,11,6,11,15,15,15,0,11,11,7,6,0,0,0,0,0,0,0,0
19940927,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,4,4,4,5,5,6,5,5,5,4,6,5,0,0,0,4,4,6,8,8,7,7,5,6,6,6,6,6,6,5,6,5,5,5,5,5,6,5,7,6,8,9,0,0,8,0,0,0
19940928,15,8,12,9,2.5,12,12,13,11,15,13,10,10,8,10,16,8,8,8,10,11,12,9,14,15,15,19,22,15,20,21,12,16,13,15,15,14,14,16,12,12,11,12,12,11,16,19,21,15,15,15,15,17,16,15,13,8,9,7,8,8,6,7,7
19940929,5,0,0,0,0,8,8,4,4,0,4,3,3,4,3,0,4,4,4,0,11,12,5,5,5,0,13,11,5,5,5,4,4,0,0,0,14,14,11,12,12,6,12,6,6,11,13,11,10,10,10,10,11,11,13,13,0,9,0,0,0,6,0,7
19940930,5,8,6,9,29.9,4,0,0,0,4,0,3,3,4,3,4,4,4,4,5,5,6,5,5,5,4,0,0,5,5,5,0,4,6,8,8,0,0,5,6,6,6,6,6,6,5,0,0,5,5,5,5,6,5,0,6,8,0,7,8,8,6,7,7
19941001,1,0,0,0,0,3,0,0,5,10,0,2,2,0,9,1,0,0,0,0,0,0,0,0,0,11,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0
19941002,2,0,0,0,0,0,0,0,8,6,0,6,0,5,0,0,0,5,3,0,0,3,0,1,0,13,14,11,2,3,7,0,1,2,0,0,13,13,15,10,9,4,13,0,11,11,11,13,15,12,12,12,10,21,8,6,8,9,1,1,17,0,1,5
19941003,0,4,3,0,10.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,2,0,2,1,0,0,0,2,0,5,3,15,11,5,6,14,5
19941004,0,2,3,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,2,0,0,0,0,0,1,1,1,2,0,1,1,0,1,0,1,3,1,4,4,0,0,0,0,2,0,1,0,0,1,0,0,0
19941005,4,3,3,18,9,8,7,5,6,2,7,2,6,9,6,5,11,9,8,9,0,1,16,8,0,3,5,4,4,0,2,13,0,13,21,21,4,4,6,7,5,14,4,3,7,7,5,5,7,5,5,7,8,11,3,8,4,5,6,1,13,4,4,2
19941006,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,4,4,4,3,2,1,8,2,0,0,0,0,0,0,0,0,0
19941007,0,5,2,16,0,0,0,2,2,12,5,6,8,0,6,16,0,0,0,0,0,0,0,0,0,5,3,3,0,0,2,0,0,8,0,0,3,3,1,0,0,4,0,0,0,0,3,4,4,4,3,2,0,5,3,2,8,3,11,5,18,2,17,7
19941008,7,2,0,0,0.7,0,0,0,0,4,0,1,3,0,1,5,0,0,0,0,2,6,0,6,0,3,7,6,7,12,12,0,0,17,0,0,9,9,11,14,8,17,8,0,12,13,6,8,9,6,6,10,15,16,5,15,7,8,7,0,5,8,12,5
19941009,21,8,9,12,0,29,18,32,38,28,29,24,16,21,16,22,12,21,11,24,21,22,19,21,53,19,10,9,21,33,16,14,48,9,7,7,7,7,11,17,13,19,11,12,15,13,7,9,13,8,8,12,14,18,7,9,8,5,0,2,9,0,7,4
19941010,16,20,12,60,5.3,16,13,19,15,15,19,8,8,18,18,21,24,18,19,18,20,21,18,11,0,12,7,6,16,26,19,44,31,48,60,60,11,11,12,18,15,28,12,26,12,19,6,9,11,8,7,13,21,21,5,17,16,8,29,28,38,12,20,13
19941011,12,5,2,28,0.6,6,13,13,18,14,15,11,7,6,17,23,0,6,10,17,13,10,28,9,50,13,1,3,12,0,5,0,0,13,0,0,3,3,3,10,11,16,4,10,10,6,2,1,3,2,2,1,7,7,0,3,7,3,0,0,18,0,1,3
19941012,0,8,4,9,0,7,2,4,8,12,12,8,10,9,8,21,0,9,4,14,6,10,0,0,0,9,7,6,0,12,15,0,0,26,0,0,2,2,9,18,6,9,8,10,8,10,6,5,8,7,6,5,8,15,5,1,8,0,0,0,0,0,0,0
19941013,0,1,0,0,0,0,1,9,9,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,6,0,0,3,0,3,2,3,0,2,3,1,11,4,24,16,12,0,22,13
19941014,4,3,3,0,4.4,4,6,9,10,11,10,11,7,5,14,3,0,5,0,0,0,2,0,3,0,12,14,10,4,0,11,0,0,0,0,0,5,5,11,6,1,1,10,0,6,1,10,14,12,12,11,14,1,23,12,0,1,3,0,0,2,0,0,0
