ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
LON,29.63,30.06,30.03,30.07,30.11,29.76,29.65,29.63,29.7,29.38,29.6,29.55,29.53,29.69,29.53,29.45,29.7,29.71,29.68,29.8,29.68,29.68,29.78,29.66,29.85,29.36,29.51,29.61,29.63,29.6,29.5,29.58,29.52,30,30.05,30.05,29.95,29.95,29.68,29.67,29.78,29.87,29.78,29.81,29.86,29.75,29.55,29.61,29.56,29.51,29.5,29.83,29.76,29.75,29.71,29.93,30.16,30.05,30.43,30.35,30.29,30.5,30.5,30.43
LAT,-1.95,-1.96,-2.01,-1.89,-1.95,-2.35,-2.35,-2.46,-2.52,-2.38,-2.43,-2.48,-2.48,-2.16,-2.33,-2.36,-2.21,-2.16,-2.16,-2.05,-1.83,-1.76,-2.08,-1.95,-1.9,-2.24,-1.58,-1.61,-1.95,-1.75,-1.76,-2.05,-1.91,-1.76,-1.81,-1.8,-1.62,-1.61,-1.56,-1.68,-1.73,-1.72,-1.6,-1.81,-1.73,-1.53,-1.56,-1.48,-1.45,-1.46,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.8,-1.6,-1.93,-1.91,-1.8,-1.85,-1.9,-1.81
20111124,6,0,0,0,12.4,6,6.1,13.6,1,12.4,12.7,16.8,26,26,0,8.7,12.7,26.8,21.6,5,12.6,0,24,0,24,0,16.7,0,0,17.6,2.2,9.3,5.1,24,0,0,30.3,12.5,0,0,9.5,0,1,7,0,0,36.7,20,13.5,9,0,12.2,4,0,0,14,2,20.3,4.3,6.6,12,14,8,15.3
20111125,4,0,0,0,0,18,29.9,0,0,14.6,0,2.5,4,0,0,5,40.3,0,0,0,32.7,16,0,4.8,4,16,0,21.4,2.4,0,1.5,1.1,3,11.6,13.8,13,0,11,2.5,29,4.3,0,4,12,0,9,0,0,0.3,6,11.6,0,13,13.5,0,6,5,0.2,0,0,3,1,0,4.2
20111126,10.7,0,0,0,0,20,3.1,7,0,8.4,18.6,0,0,25,0,0,0,25.7,0,16,0,9,21,22.3,1,2,3.2,0,0.8,0.2,0.1,0,6.8,8,9.1,9,1.1,23,1.4,6,0.9,0,0,0,0,1,6.4,2.7,1.5,0,0,0,1,0,0,8,2,11.2,16.4,0,0,0,6,0
20111127,9.3,5,12,0.2,3.8,0,5.3,5.4,10.7,6.8,0,5.6,19,21,0,26.3,33.8,21,25.2,29,0,5,23,15.3,22,6,0,7.8,0.7,2.9,7,1.3,2.2,0,0,0,4.4,25.6,0,8,0,1.6,0,0,1,0,0.5,1,13,23,25.2,2.1,0,0,0,15,2,5.6,8.3,9.9,10,0,0,0
20111128,10,0,0,0,0,18,4.1,0,6.7,26.6,0,5.6,4,7,2.7,1.1,11.7,7.8,13.8,1,40.3,2,6,0,16,5,0,5.9,6.6,0.5,0.2,5.2,7.6,10,0,0,0.8,5.8,0,0,2.2,0.4,0,14,0,0,5.8,2.1,19.8,13,1.4,0,1,0,4.3,0,0,7.3,8,0,3,10,11,8.3
20111129,11,4,0,11.8,6.2,6,12.1,13.6,10,12.4,0.7,11.9,20,13,17.7,7.9,16.3,13.2,30.4,8,40.2,11,13,0,17,6,16.2,13.5,9.8,10.3,0,10.5,3.3,17.6,0,0,9.1,2,44.5,0,4.6,2,20,17,1,30,17.4,8.9,17.6,15,5.2,9,18,0.7,7.9,0,0,22.3,8.3,1.8,0,9,4,9.1
20111130,19,6,0,14.3,16.8,34,7.7,3.6,18.2,22.6,0,5.3,5,19,4.2,3.5,5.3,19.4,6.7,21,20.3,0,23,6.9,22,6,10.3,4.5,3.4,4.6,5,1.1,3.1,10.5,0,0,17.6,4.9,19.1,0,0,0.2,13,2,0,42,17.8,10.5,17,21,16.9,8.6,43,31.3,9.7,6,0,26.1,6.4,0,5,1,0,0
20111201,5,1.4,2,0,0.5,1,2,0,0,6,0,0.5,2,0,15.9,9,0,0.4,0,0,0,2,1,0,0,8,3.2,0,11.9,6.9,12,1.4,20,20,0,0,3.7,26.2,0,0,9.4,0,6.5,1,0,0,1.6,4.1,2.6,0,2,7.2,5,9.3,7.9,7,2,5.6,8.3,1.7,9,7,14,13.1
20111202,15,0,0,0,1.4,10,4.5,4,6,6,1.1,2.3,6,18,9.7,9,0,3,1,0,0,0,2,0,0,6,0,20.4,3.3,1.1,5,1.5,3,0,0,0,0.2,13.2,0,7,7.2,0,4.3,3,0,2,2.9,0.7,0.6,10.2,2.3,5,3,6.2,4.3,6,0,0,18.4,0,0,0,4,0
20111203,0,8.2,3,7.2,0,14,8.2,5,16.2,24,0,12.2,27,59.7,48.6,41,0,18.2,15,0,16,8,7,7.3,0,13,3.1,0,0,0.8,0,0,0,16.7,0,0,6.8,4.5,0,5,0.8,0,1.3,2,0,0,4.3,8.4,9.1,0,0,48.2,0,2.7,9.1,7,1,2.1,28.7,0,15,2,19,0.9
20111204,18.1,0.9,0,0,0,1,20.5,0,1,20,1.8,29.5,45,40.2,9.6,26,48,26.6,41,24,0,3,30,2.4,24,3,15.3,13.4,3.9,8.1,18,10.5,0,0,8.2,8,3.1,0,42.2,7,3.6,0.9,1.8,0,0,6,7.1,5.6,8,9.3,3.3,0,4,10.2,6.7,2,2,4.7,20.3,1.2,18,29,15,3.9
20111205,6.1,7.1,0,0,2.8,4,0,5.3,7.1,25,0.7,7.5,19,26,0.4,13,0,3.3,6,9,21,12,9,0,4,22,7.5,1.5,9.9,5.2,13,2.4,0,9,6.1,6,6.3,0,0,4,0,0,32.4,6,0,19,2.8,2.5,9.8,4.8,1.9,0,28,12,3.8,3,1,1.5,10.4,5.1,33,35,25,14.4
20111206,20,0.8,4,0,1.4,21,12.9,8,3,2,11.5,0.5,0,16.5,5.6,1,11,16.2,13,6,2,16,7,1.6,0,1,15.2,0,16.6,11.2,15,13.5,0,10.9,3.6,3,23.9,0,26.5,0,6.3,0,7.6,2,1,19,29.2,1.5,4.2,4.2,0.1,17.7,17,12.5,0,7,0,9.1,6,1.6,2,4,8,3.8
20111207,0,0.1,1,28.4,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,5,0,10,0,0,0,0,0,0,1.4,21.5,8,23.5,5.3,0,0,0,0,2.2,0,6,4.2,14.7,8.3,0,15,5,0,0.1,4.7,4.1,10.2,1.2,7,7.7,0,2,10,2.8,4.1,0,0,0,1,0
20111208,2.7,0,0,0,0,3,7.2,4.4,1.1,1,0,2.5,3,0,3,0,0,11.4,9,2,0,0,5,0,0,4,0,7.7,3.2,0,0,0.5,7.1,0,0,0,0,0.5,0,2,6.7,1,7,2,3,1,1.2,0,0,0,0,0,2,1.8,9.7,0,0,0,28,2.8,0,0,23,0
20111209,6.2,0,0,11.6,0.1,51,40,36.3,19.8,16,0.9,23.3,23,0,8,15,7,0,1,17,15,17,11,22.6,22,8,1.8,5.3,13.7,15.7,0.1,18.8,0,18.6,0,0,16.2,23.5,0,14,3.4,3.9,9.3,0,0,1,0,0,0,0,0,0,3,0,12.2,14,4,12.9,16.9,0,0,4,11,2.7
20111210,5,1.2,0,0,0,0,0,0,1.2,24,0,4.8,0,0,0.1,4,0,0,0,0,3,7,0,0,0,30,8.9,2.2,0,16,0.2,0,0,0,0,0,0,2.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,4,17,0
20111211,4.3,0,0,0,0,0,0,0,0,1,1.1,0,0,3.5,7.8,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,1,0,0,7.1,0,0,0,0,0
20111212,3,0,0,0,0,0,0,0,2.1,3,0,0,3,0,3.5,5,0,0,0,0,6,0,0,4.7,0,1,18.2,0,0,20.7,0,0,0,0,0,0,0,7.8,0,12.7,0,0,6,0,0,2,2,0.1,8.8,0,0,8,12.4,0,17.9,28,0,0,12.4,0,0,0,3,0
20111213,2.1,29.8,18,38.2,0.2,4,58.9,12.6,48.3,4,1.9,44.4,36,24,10.3,11,21,3,3,0,0,32,0,0,1,7,0,4.3,1.6,0.4,24,2.3,0,20.8,1.2,1,0.8,0,0,3,0.3,9.6,1.6,12,7,0,1.9,6.2,0.6,6.8,5.9,0,0,2.2,3.7,0.3,0,1.1,0,0,5,6,1,14.8
20111214,1.5,2.4,1,0,0.1,0,7.6,16,0,0,20.8,3.5,5,4.7,3.2,0,0,0.8,2,4,0,2,2,0,16.5,0,0,0,7.4,0.2,0,1.5,0,0,4.1,4,0,0,0,7,0,2,4.2,4,1,1.1,3.2,3.1,6.3,0,10.3,3,0,0,6.3,0,1,1.5,0,2.1,4,1,0,3.9
20111215,0.9,3,2,0,0,4,9.8,16.8,0,12,0,3.5,1,11.2,0,1,1,0,0,0,8,20,0,0,23.1,4,3.6,32.5,0,2.5,1.5,0,20.3,0,8,8,0,0.6,0,0,0,0,0,7,0,0,0,0,0,3.7,10.2,0,0,0.2,4.1,0.2,2,0,0,0,0,0,0,0
20111216,7,0,0,0,0,23,16,8,0,8,0.7,6.4,5,0,3.5,2,6,0,0,0,4,0,0,7.4,0.5,4,1.2,12.5,0.2,23,0,0,19,0,0,0,0,0.4,0,8,0,0.6,0,0,0,0.9,1.5,0,0,0,0.6,0,0,0,0,6,0,0,18.9,0,0,0,9,0
20111217,0.6,1.7,1.9,21.8,2.2,0,1.4,8.5,0,62,7.2,1.6,17,0,7,31,0,0,0,0,1,4,0,0,0,46,0,0,0,2.5,0,13.8,0,4.2,0,0,4.2,41.6,1.9,11.7,12.6,0,24.2,1,0,6.6,0.7,3.8,6.7,0,0,0,2.3,0.3,0,2.8,18,0.3,23.1,29.3,71,15,44,40.7
20111218,0,0,8.1,0,1.7,3,7.1,0,0,5,0,5.1,8,0,1.6,8,3,5.3,5,1,0,0,1,0,5.3,5,2.7,0,8.3,0,0.2,4.6,3.1,0,0,0,0,20.8,0.6,4.3,8.8,0,5.4,8,2,7.4,15.9,2.3,17.6,4.8,11.3,33.4,6.5,1.5,3.7,0,0,0,20.3,0,0,6,10,0
20111219,0,2.9,14.2,0,0.1,0,0,6,0,3,0,0.8,1,0,2.6,1,5,0,0,0,8,1,0,0,3.6,0,0,54.2,0.3,12.2,16.5,0,2.7,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,2.1,7.3,5.3,0,0,0,0,3,0,0,0
20111220,0,4.9,11.5,20.7,1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,16,5,16,9,0,0,1,1.2,0,0,0.8,0,0,10,0,0,0,0,0,0,23.8,0,3.9,14.4,0,2,4.5,3.4,0.5,16.8,0,6,0,17.9,0,3.5,0.3,10,0,0,0,0,0,1,0
20111221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,18.9,2.7,0,0,14.7,0,0,0,0,3.2,0,0,0,0,0.8,0,2.8,0,6.4,0,5,12,0,1.6,0,0,12.5,0,4.5,0,1.8,5.5,0,0,0.2,7.1,0,9,0,3,0
20111222,13.3,1.2,3.1,5,6,22,19.5,0,16.8,26,0,0.8,3,10,29.6,23,30,14.2,24,9,0,16,6,0,0,21,0,0,0,7.5,8,18.5,0,1.6,16.1,16,0,0,0,7,0,1,7.4,2,0,1.6,0.3,3.9,1.3,0,0,0,0,0,4.3,0.5,1,0,20.6,0,0,7,21,0.1
20111223,1.1,2.9,5.7,9.1,1.5,7,6.2,16.6,8,0,0,19.3,11,11,2.2,5,0,0,0,0,12,3,0,0,12.1,6,5.5,0,1.4,6.6,0.2,8.4,0,3.4,11.4,11,0,0,0,4,0,0,4.3,10,0,3.8,22.5,19.9,6.6,0,10.9,0,0,3.2,8.1,0,0,0.2,3.7,0.8,0,0,0,0.7
20111224,0,0.2,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,4,0,0,0,0,0,2.8,4,2.3,0,4.3,6.3,0,0,0,12.3,0,0,0,0,0
20111225,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,4,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
20111226,0,0,5,0,0,0,0,4,0,0,0.8,0.2,0,3,0,0,0,0,0,1,1,0,1,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0
20111227,13.5,0,0,0,0,0,0,3,0,0,0,0,0,13.8,0,4,0,0,0,0,0,0,0,0,0,3,0,15.5,0,0,0.5,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,1.6,2.4,17.3,8.2,0,0,0,0,0,4.7,0,0,0,6.1,0,2,0,5,0.8
20111228,20,9.1,11.9,0,9.9,0,8,8,10.3,5,0,11.3,10,20,11.7,7,2,2.1,6,4,0,0,2,0,0,12,0,0,8.1,0,2,3.1,10.4,0,0,0,1.2,2.1,0,0,0,8.2,1.1,4,5,0,0,0.2,11.9,24.2,1.7,0,3.7,0,0,0,3,1.2,9.8,2.7,1,2,5,0.1
20111229,33,4.7,9.7,31,16,18,0,5,20.4,13,1.2,15.8,23,21.4,9.8,17,0,0,0,6,0,5,11,0,5.3,4,1.6,17.2,0,28.5,0.2,10.5,23,15.3,3.7,3,0,0,0,43,9.4,0,11.7,9,0,2.8,0.8,7.7,3.8,0,0,1.8,6.4,0,0,0,21,1.1,10.1,2.1,0,9,9,6.2
20111230,17,27.9,30.2,17.3,3.3,5,8.2,8,30.2,0,0,5.5,6,0,4.1,1,8,12.1,13,7,5,16,10,15.7,1,6,7.5,0,0,13,8,12.4,32.8,5.2,0,0,3.1,1.7,23.2,18.4,12.6,0.5,14,9,0,0,1.4,6.5,4.6,0,2.3,1.4,4,0,2.7,5,0,8.9,2.3,16.3,12,0,0,0.2
20111231,10,2,10.1,0,3.4,2,3.1,7,12.1,1,20.4,6.7,8,19.2,3.2,0,0,3.9,5,0,14,11,0,28.8,2.5,6,3.2,5,1.2,11,3,0,0,0,0,0,0,0.8,0,9.1,21.3,2,15.8,7,5,8.7,3,6.3,6.3,26.3,1.7,0,9.3,5.6,9,0,2,2,6,9,2,0,0,1
20120101,0,0,1,66,0,0,0,0,0,1,0,9.4,0,0,0.4,1.3,1.3,0,0,6,0,0,6.9,2.4,6.5,0,0,0,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,6.4,0,0,3.7,0,0,37,0,0,0,21,0,0,0
20120102,0,0,0,0,0,0,0,0,0,12,14.1,0,0,0,0,0,0,0,0,7,0,0,9.3,0,0,2,0,15.1,0,0,0,0,10.1,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,0,13.8,0,0,3.7,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120104,0,0,0,0,0,0,0,0,0,0,27,0,0,3.1,0,0,0,0,0,0,3,0,16.4,0,0,0,0,28.9,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20120105,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,6.2,0,0,3,0,28.2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
20120106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,6.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.6,0,0,0,0,0,0,0,0,0
20120107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,12.1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,4.5,14,0
20120108,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11.2,0,0,0,0,0,0,0,4,0,0,0,8.2,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0,4.9,2,0
20120109,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4.2,0,0.2,0,0.6,0,0,0,1.5,0,0.7,0,1,0,0,0,0,0,0,0
20120110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
20120111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,0,1,0,19.1,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
20120112,0,13.5,7.4,25.9,15,15.9,0.7,0,0,8,0,0.3,0,7.2,0,7.3,0,4.8,1.8,0,0,2,0,0,0,28,1.5,0,1.2,0.5,3,6.3,0,0,0,0,9.8,9,0,0.5,28.3,0,3.1,7.1,10.2,2,0.6,0.4,0.9,0,0,0,0.6,0,0,14,8,11.4,0,8.6,15.5,13.5,1,7.2
20120113,11.3,2.2,1.9,43.3,13.3,0.2,0,0,0,3,0,3.8,0,0,17.4,3.1,2.7,0.5,0,5,0,0,6.9,9.8,7,17,5.5,5.9,7.2,80.3,2,0,3.1,10.7,26.8,0,0,0,1.3,10,10.4,0,2.3,0,35.5,0,8.9,9,9.5,15,0,0,0,0,0,3.2,14,0,0,0,0,0,0,0
20120114,2.5,0,0,0,0,0,12.4,0,0,7,0,0,0,0,34.9,0,0.3,0,0,2,0,0,3.2,0,8.3,43,0,0,0,0,0,23.1,0,13.5,0,3.5,0,0,0,0,0,0.5,0,0,0,0.7,0,0,0,0,9.4,0,0,2.5,0.9,7,0,0,0,0,26.5,0,0,0.8
20120115,0,0.4,0,0,0,0.8,3.5,0,0,2,0,6.4,0,0,0.3,0,0,0,16.8,0,0,0,1.6,13.6,0,1,1.6,0,1.6,1.1,4,0,0,9.3,0,0,13.1,13,0,4.5,11.5,0,2.6,0,19.1,0,0.3,0.2,0,0,0,8.1,0,0,0,28.4,0,0,0,0.6,40,0,0,0
20120116,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2.7,0,0,0,1,5,0,2.3,0,0,7,0,4.8,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,4.7,1.7,0,0,0,0,0,0,0,0,0,0
20120117,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.7,7.9,1.6,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0
20120118,6.4,0,0,0,0,6.5,0,8,21.6,3,0,14.6,0,0,0,0,0,4.5,0,0,0,0,0.9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0
20120119,0,0,0,0,0,8,0,1,0,3,35.4,3.9,3.1,0,0,4.1,3.8,1.9,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120120,0,0,0,0,0,0.2,0,0,0,1,0,1.2,0,0,0,0,0.1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6.9,0,0,3.2,0,0,3.6,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0
20120122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1.5,0,0,0
20120123,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,18,0,8.9,0,0.2,1.5,0,0,0,0,0,0,0,2.8,1.2,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,63,0,0,0
20120124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120125,0,0,0,0,0,0,0,0,0,20,0,0,1.9,0,0,0,0,0,0,0,0,0,0.6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7.3,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120127,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,39,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0
20120128,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0
20120129,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,70,0,0,0
20120130,0,0,2,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
20120131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20120201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,22.9,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,4.8,0,0,0
20120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,23.3,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0,0
20120203,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,5.4,0,0,0,0,0,0.2,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20120204,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,0,0,20.9,0,12.4,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
20120205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
20120206,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
20120207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,9.3,0.3,0,0,0,0,0,0,0,1,0,11.4,3.9,0,0,0,0,22.9,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120208,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2.5,0,0,0,3,0,0,3.5,0,0,1,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0.3,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,70,0,0,0.1
20120209,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,3,0,0,4.6,0,0,0,0,15.6,0,0,0,0,0,22.7,0,11.2,0,0,0,0,0,1.3,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
20120210,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,21.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120211,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0
20120212,18.9,0,0,0,0,5.5,6.7,11.1,12.3,0,2,1.2,0,6.1,0.7,0,0,0,0,3,0,4,4,0,0,1,2.9,12.8,0,0.9,10,0,6.9,22.1,0,0,0,0,0,0.5,18.2,0,14.4,0,0,11.5,4.6,0.5,0.7,0,0,0,11,0,0.3,0,0,0,0,0,0,0,0,5.4
